OID_,Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Centr_X_Ft,Centr_Y_Ft,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,Editor,Edit_Dt,EditAction,QA_Issue,QA_Flag,RecInitUser,RecInitDt,RecModUser,RecModDt
434,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_7O8WD5B,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.360901100990091,-71.068349212125938,41728.464012766489759,53933.5781250,10.913400617196400,26.706114166678201,-0.729854583332781,15.792713549481801,BOS_H_4,,,,"https://www.google.com/maps/search//@42.358901100990096,-71.0683492121259,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3609011009901,-71.0683492121259,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
435,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IYTN0TI,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.360674592804926,-71.064960763189276,42644.668122414746904,53855.6875000,28.997327564460100,68.372697500002701,4.880042333345050,39.375369935542601,BOS_H_4,,,,"https://www.google.com/maps/search//@42.358674592804896,-71.0649607631893,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3606745928049,-71.0649607631893,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
436,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_D768GMU,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.360369004608771,-71.053441444396924,45758.542731748799270,53760.4140625,9.230859570217451,53.937030833345503,-1.280050333327380,44.706171263128056,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3583690046088,-71.0534414443969,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3603690046088,-71.0534414443969,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
437,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_7OWQHGH,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.360330782968411,-71.064953069180589,42647.386545143250260,53730.4062500,33.024948748947601,89.304414166675997,5.909895916673120,56.279465417728396,BOS_H_4,,,,"https://www.google.com/maps/search//@42.358330782968395,-71.0649530691806,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3603307829684,-71.0649530691806,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
438,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_MDYHCOB,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.359811831000059,-71.068414112999960,41764.456497222185135,53481.7421875,35.084176701372002,106.102280833335996,6.739946750007220,71.018104131963995,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3578118310001,-71.068414113,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3598118310001,-71.068414113,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
439,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_SOTHRLE,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358263110975280,-71.070779494017430,41076.478969917297945,52968.9257812,7.155546706034730,70.144347500012401,-1.860101666665290,62.988800793977674,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3562631109753,-71.0707794940174,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3582631109753,-71.0707794940174,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
440,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IN677D2,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358656602547974,-71.071260791749097,40945.673850014805794,53111.6679688,7.569924647044010,59.580064166671903,-1.690154500000060,52.010139519627892,BOS_H_4,,,,"https://www.google.com/maps/search//@42.356656602548,-71.0712607917491,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.358656602548,-71.0712607917491,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
441,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_TYTRYRX,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358483922510160,-71.070233381307432,41223.675151756076957,53050.1367188,11.214848701694001,60.433080833332497,-0.829919999989215,49.218232131638494,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3564839225102,-71.0702333813074,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3584839225102,-71.0702333813074,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
442,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_3112IHP,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358095518242003,-71.053357311655176,45785.619318053388270,52932.0312500,7.239049496857740,142.224255833337992,-1.959838999988280,134.985206336480246,BOS_I_4,,,,"https://www.google.com/maps/search//@42.356095518242,-71.0533573116552,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.358095518242,-71.0533573116552,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
443,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_SDVS8EF,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.357318924253875,-71.070297399047988,41208.511661721000564,52625.5039062,9.305593028358579,49.835989166676903,-1.289892833330670,40.530396138318324,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3553189242539,-71.070297399048,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3573189242539,-71.070297399048,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
444,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_I4NPLVP,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.357225862000064,-71.054209664999973,45556.773059546947479,52613.8007812,9.913925688674921,138.320064166677014,-1.389958249987100,128.406138478002106,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3552258620001,-71.054209665,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3572258620001,-71.054209665,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
445,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_FNNX6ET,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.356756998679806,-71.059676626179225,44080.166125501200440,52435.3671875,35.093572316387899,82.152197500006906,6.520130916673220,47.058625183619007,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3547569986798,-71.0596766261792,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3567569986798,-71.0596766261792,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
446,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_CWO49UW,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.356043992797233,-71.072153663905709,40709.127921998267993,52158.3710938,6.880927372725850,37.795330833338099,-1.880114749990750,30.914403460612249,BOS_H_4,,,,"https://www.google.com/maps/search//@42.354043992797195,-71.0721536639057,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3560439927972,-71.0721536639057,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
447,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_EGI2NTY,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.355907403926274,-71.071803581851441,40804.000303996661387,52109.0703125,6.319390554650370,72.080039166670801,-2.519877250000720,65.760648612020432,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3539074039263,-71.0718035818514,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3559074039263,-71.0718035818514,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
448,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_WTYJRHR,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.355554925412925,-71.062360983277031,43356.875725543839508,51993.5742188,33.314034330305397,176.279305833334007,6.250118333337010,142.965271503028617,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3535549254129,-71.062360983277,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3555549254129,-71.062360983277,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
449,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IHXHRSR,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.355071063417711,-71.055958788844976,45088.235446761929779,51826.1875000,12.047462817328300,612.105205833344030,-0.019882249995135,600.057743016015706,BOS_I_4,,,,"https://www.google.com/maps/search//@42.353071063417694,-71.055958788845,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3550710634177,-71.055958788845,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
450,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_8U863DY,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.355106955174527,-71.056903551038545,44832.806888254883233,51837.9414062,13.819052773687600,379.100422500007028,-0.039895333320601,365.281369726319440,BOS_H_4,,,,"https://www.google.com/maps/search//@42.353106955174496,-71.0569035510385,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3551069551745,-71.0569035510385,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
451,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_4XZPGJX,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.354697958083158,-71.060244516184753,43930.543872025249584,51684.2226562,23.059284767150800,158.300339166671989,3.179914500011360,135.241054399521204,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3526979580832,-71.0602445161848,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3546979580832,-71.0602445161848,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
452,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_Q5VLH9T,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.354568600320796,-71.057039268020418,44797.142481662478531,51641.5625000,15.611636412904099,41.535480833335903,0.309841499998583,25.923844420431806,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3525686003208,-71.0570392680204,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3545686003208,-71.0570392680204,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
453,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_DXD3ZS6,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.354564213127951,-71.073353574745539,40387.503725619280885,51617.4882812,5.895571766719820,86.975022500002495,-1.679983916663330,81.079450733282670,BOS_H_4,,,,"https://www.google.com/maps/search//@42.352564213128,-71.0733535747455,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.354564213128,-71.0733535747455,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
454,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_00GBOPZ,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.354204969170546,-71.072831276641381,40529.333746430987958,51487.2773438,8.039840605862141,81.167947500012801,-1.720010083328820,73.128106894150662,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3522049691705,-71.0728312766414,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3542049691705,-71.0728312766414,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
455,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_A16N0IV,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.354271943849191,-71.056602131150228,44915.859616922651185,51534.0703125,20.010825744858899,175.295055833340001,1.199931583338180,155.284230088481110,BOS_H_4,,,,"https://www.google.com/maps/search//@42.352271943849196,-71.0566021311502,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3542719438492,-71.0566021311502,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
456,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_QULM2SS,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352840924840045,-71.063343704507133,43096.320338795463613,51003.1796875,17.674863515120698,169.487980833335001,1.389891833343430,151.813117318214296,BOS_H_4,,,,"https://www.google.com/maps/search//@42.35084092484,-71.0633437045071,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.35284092484,-71.0633437045071,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
457,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_8FUW8RQ,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352952111279926,-71.059065717342392,44252.452532488357974,51049.6445312,12.437994092085400,116.961839166673997,-0.369947166662314,104.523845074588593,BOS_H_4,,,,"https://www.google.com/maps/search//@42.350952111279895,-71.0590657173424,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3529521112799,-71.0590657173424,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
458,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_OKFVII1,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352794045802128,-71.061977666416311,43465.648566109572130,50987.9882812,18.262510675320499,121.161305833346006,1.630048833336330,102.898795158025507,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3507940458021,-71.0619776664163,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3527940458021,-71.0619776664163,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
459,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IZNPB4I,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352285928717777,-71.059086616869422,44248.058465516121942,50806.8476562,11.283446298585700,94.783405833339202,-6.530039833334740,83.499959534753501,BOS_H_4,,,,"https://www.google.com/maps/search//@42.350285928717796,-71.0590866168694,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3522859287178,-71.0590866168694,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
460,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_7A0TQZO,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352370735512501,-71.061543889343909,43583.691901838319609,50834.3281250,17.550214581898800,47.998722500007702,1.139892333332680,30.448507918108902,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3503707355125,-71.0615438893439,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3523707355125,-71.0615438893439,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
461,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_H9PYNQO,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.351903178400136,-71.063479636375220,43061.327055865971488,50661.2578125,9.383019585083391,94.356897500008898,-1.289892833330670,84.973877914925509,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3499031784001,-71.0634796363752,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3519031784001,-71.0634796363752,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
462,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_LR3M542,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.352029802912860,-71.052937785560289,45910.593816369531851,50722.1640625,12.816443807793000,34.416072500011097,0.320012083335314,21.599628692218097,BOS_I_4,,,,"https://www.google.com/maps/search//@42.3500298029129,-71.0529377855603,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3520298029129,-71.0529377855603,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
463,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_D037IW1,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.351765979414587,-71.069771127252864,41360.959717889214517,50602.6210938,6.606708909746440,139.730822500002006,-2.039891333333800,133.124113590255575,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3497659794146,-71.0697711272529,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3517659794146,-71.0697711272529,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
464,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_2TJKKMG,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.351266162380398,-71.063381493380248,43089.043331620494428,50429.2539062,8.096979705071069,88.090505833344693,-1.249866666665180,79.993526128273629,BOS_H_4,,,,"https://www.google.com/maps/search//@42.349266162380395,-71.0633814933802,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3512661623804,-71.0633814933802,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
465,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_YHP5IWO,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.350949256000035,-71.060163263999982,43959.450794890522957,50317.2695312,8.721989335482119,61.745414166667601,-1.630115249994560,53.023424831185480,BOS_H_4,,,,"https://www.google.com/maps/search//@42.348949256,-71.060163264,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.350949256,-71.060163264,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
466,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_2SMHGTR,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.350537590703858,-71.059087823632936,44251.025383631960722,50169.7187500,8.359873858098521,81.856922500010100,-1.789891833323050,73.497048641911576,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3485375907039,-71.0590878236329,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3505375907039,-71.0590878236329,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
467,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_0UTIIHX,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.350697860455611,-71.066335104890754,42291.713586068137374,50218.0820312,16.440717879266298,84.481589166665799,1.119879250007220,68.040871287399497,BOS_H_4,,,,"https://www.google.com/maps/search//@42.348697860455594,-71.0663351048908,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3506978604556,-71.0663351048908,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
468,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_ODPIBQI,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.350423034113263,-71.058426589718820,44429.980118907624274,50128.8984375,9.134593752988129,112.040589166673996,-1.320076499992870,102.905995413685872,BOS_H_4,,,,"https://www.google.com/maps/search//@42.348423034113296,-71.0584265897188,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3504230341133,-71.0584265897188,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
469,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_TKCR2XI,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.350103304000072,-71.068784250999954,41527.517338559031487,50022.4765625,8.708755235848020,82.283430833340404,-0.789893833323731,73.574675597492387,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3481033040001,-71.068784251,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3501033040001,-71.068784251,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
470,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_SJ9Q6PD,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358000050462316,-71.061591679460662,43560.229916108379257,52885.6914062,66.237631566997905,194.455122500003000,15.900033416677600,128.217490933005081,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3560000504623,-71.0615916794607,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3580000504623,-71.0615916794607,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
471,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_PJ2D3BT,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.358767897972626,-71.060185173898574,43938.935445137161878,53167.4687500,45.668281479644499,148.064139166671993,5.889882833333100,102.395857687027501,BOS_H_4,,,,"https://www.google.com/maps/search//@42.356767897972595,-71.0601851738986,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3587678979726,-71.0601851738986,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
472,,Building,,,Current,4/1/2002 0:00:00,MassGIS LIDAR 2002,,,MGS_IYGW5YW,MassGIS,massgis_bldgs_2002,,6/28/2022 0:00:00,Extruded by pbcGIS,1.000000000000000,4/1/2002 0:00:00,MassGIS LIDAR,42.359918762000063,-71.060458170999937,43863.735763221979141,53585.1289062,48.444821376161102,148.326605833338988,5.889882833333100,99.881784457177886,BOS_H_4,,,,"https://www.google.com/maps/search//@42.3579187620001,-71.0604581709999,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3599187620001,-71.0604581709999,21.00z,1d/3D",,,,,,,,PBCOTE,6/28/2022 7:31:50,PBCOTE,6/28/2022 8:47:43
